branch,branchSlug,academicYear,pattern,subject,subjectSlug,resourceType,examType,paperMonth,paperYear,fileId,accessType
Honors Course,honors-course,BE,,Virtual Reality for Game Development,virtual-reality-for-game-development,PYQ,ENDSEM,Nov_Dec,2025,1Ffd7kPMUHZimn2D5EbTEmlDHCNcLuVbh,FREE
Honors Course,honors-course,BE,,Virtual Reality for Game Development,virtual-reality-for-game-development,PYQ,INSEM,August,2025,1TYl9JCRMLHz3hMwrKBHm6afV_XVWVYRH,FREE
Honors Course,honors-course,BE,,Virtual Reality for Game Development,virtual-reality-for-game-development,PYQ,ENDSEM,Nov_Dec,2024,1315olEuiSKQHbWuHvYGsV7PEIBRxlQuZ,FREE
Honors Course,honors-course,BE,,Virtual Reality for Game Development,virtual-reality-for-game-development,PYQ,INSEM,Sept,2024,1BpbF23ekxchLKjRsGIsSlcU_VC2pFtA4,FREE
Honors Course,honors-course,BE,,Virtual Reality for Game Development,virtual-reality-for-game-development,PYQ,ENDSEM,Nov_Dec,2023,1y8vd4Xf4RXIhpk39hVtdRVsH0m9NmHUh,FREE
Honors Course,honors-course,BE,,Soft Computing and Deep Learning,soft-computing-and-deep-learning,PYQ,INSEM,March,2025,1-A2liBm_b1ao91vLOjDpXcnCOL7tgmtu,FREE
Honors Course,honors-course,BE,,Soft Computing and Deep Learning,soft-computing-and-deep-learning,PYQ,ENDSEM,May_Jun,2025,1qpbrTULUmqKHFogzZtDJG5-cepKu3-a_,FREE
Honors Course,honors-course,BE,,Soft Computing and Deep Learning,soft-computing-and-deep-learning,PYQ,ENDSEM,Nov_Dec,2024,1um3_iKs0QH20LPvwyS-evfiIGiLehlcF,FREE
Honors Course,honors-course,BE,,Soft Computing and Deep Learning,soft-computing-and-deep-learning,PYQ,ENDSEM,May_Jun,2024,1xtdgjY-YlgVqTVq3lV8SRRgDNuYCH441,FREE
Honors Course,honors-course,BE,,Soft Computing and Deep Learning,soft-computing-and-deep-learning,PYQ,INSEM,March,2024,1NzpwuFiHmUJqwjUpoqVcVGr_kqoVoaBN,FREE
Honors Course,honors-course,BE,,Soft Computing and Deep Learning,soft-computing-and-deep-learning,PYQ,INSEM,Feb,2023,1ZvE01E0z56ofqkmEdqEGlhafxIXFXhYF,FREE
Honors Course,honors-course,BE,,Soft Computing and Deep Learning,soft-computing-and-deep-learning,PYQ,ENDSEM,May_Jun,2023,1idra49B9HSzypmMfnjIzvAcOu-hWfTI6,FREE
Honors Course,honors-course,BE,,Soft Computing and Deep Learning,soft-computing-and-deep-learning,PYQ,ENDSEM,May_Jun,2022,1G0ODEINNDjXB1ehCgl6xQPkvbqya2Irh,FREE
Honors Course,honors-course,BE,,Modelling & Simulation of EHV,modelling-and-simulation-of-ehv,PYQ,ENDSEM,Nov_Dec,2025,1Tzef3n6Ul0sC0ZX3wR9v_eMu-gERHg9V,FREE
Honors Course,honors-course,BE,,Modelling & Simulation of EHV,modelling-and-simulation-of-ehv,PYQ,INSEM,August,2025,1qSh7amPOiloo_8mrf5guOZ4eQHwAA1aU,FREE
Honors Course,honors-course,BE,,Modelling & Simulation of EHV,modelling-and-simulation-of-ehv,PYQ,ENDSEM,Nov_Dec,2024,1PanRfbdigOljQd2Z65wCFmCDqWo3FhoI,FREE
Honors Course,honors-course,BE,,Modelling & Simulation of EHV,modelling-and-simulation-of-ehv,PYQ,INSEM,Sept,2024,14ev_L7EYNctq0JN3YMyrGb0n-wEviJSA,FREE
Honors Course,honors-course,BE,,Modelling & Simulation of EHV,modelling-and-simulation-of-ehv,PYQ,ENDSEM,May_Jun,2024,1DHNQ1I11YV2a8g5lOa4HQwomhczM5jWd,FREE
Honors Course,honors-course,BE,,Modelling & Simulation of EHV,modelling-and-simulation-of-ehv,PYQ,ENDSEM,Nov_Dec,2023,1wSA2XK-lPNQwPAxQDiWsrLgSFy_ulaE5,FREE
Honors Course,honors-course,BE,,Machine Learning,machine-learning,PYQ,ENDSEM,Nov_Dec,2025,1Q4DDy1ZMdWCZPPjtMxL-Jv_Kknr58PvW,FREE
Honors Course,honors-course,BE,,Machine Learning,machine-learning,PYQ,ENDSEM,May_Jun,2025,1S4pl6guCUbqLro8j_VovWGoEYnJUNh5f,FREE
Honors Course,honors-course,BE,,Machine Learning,machine-learning,PYQ,ENDSEM,Nov_Dec,2024,1YZauj9hqHFnrcYf697dpOL1M6AJ3NJH2,FREE
Honors Course,honors-course,BE,,Machine Learning,machine-learning,PYQ,ENDSEM,May_Jun,2024,1ABTOBha_odsL8er_B33LahhJO-Y4TzP8,FREE
Honors Course,honors-course,BE,,Machine Learning,machine-learning,PYQ,ENDSEM,Nov_Dec,2023,1E5UgWnJnewmbB7DEPJOY0xDmUr_cNexk,FREE
Honors Course,honors-course,BE,,Machine Learning,machine-learning,PYQ,ENDSEM,May_Jun,2023,1bAwM-S8MHojPNV9vz1-lsTO6CPHvzTov,FREE
Honors Course,honors-course,BE,,Machine Learning,machine-learning,PYQ,INSEM,Oct,2022,1ZVwv16eifNTf3Xqfy7UYBDVgZJH4e1gj,FREE
Honors Course,honors-course,BE,,Machine Learning for IOT,machine-learning-for-iot,PYQ,ENDSEM,Nov_Dec,2025,1fw6lsORJWhv92XoMAWY5NLbWl9xLz8l7,FREE
Honors Course,honors-course,BE,,Machine Learning for IOT,machine-learning-for-iot,PYQ,INSEM,August,2025,1tsSzxm5D5J_ZVxIHhXI8655R_S47CEmo,FREE
Honors Course,honors-course,BE,,Machine Learning for IOT,machine-learning-for-iot,PYQ,ENDSEM,May_Jun,2024,12YBHmiYKAJMrGd0HZ7C249Hyp31won36,FREE
Honors Course,honors-course,BE,,Machine Learning for IOT,machine-learning-for-iot,PYQ,ENDSEM,Nov_Dec,2023,1zHZT9pVPQoigjUMAznPkwy5i6EHWqQNj,FREE
Honors Course,honors-course,BE,,Machine Learning for IOT,machine-learning-for-iot,PYQ,ENDSEM,Nov_Dec,2022,1pCr5XrGLW-Cg-0YC9Av0rtJWaHImuzkK,FREE
Honors Course,honors-course,BE,,Machine Learning & Data Science,machine-learning-and-data-science,PYQ,ENDSEM,Nov_Dec,2025,1_e3HVBDu0wepQD_SmbMK1OSmsj7-jKSa,FREE
Honors Course,honors-course,BE,,Machine Learning & Data Science,machine-learning-and-data-science,PYQ,ENDSEM,May_Jun,2025,1-LzxakdUPflQKeWF9KcQqxrbM2A7i3XR,FREE
Honors Course,honors-course,BE,,Machine Learning & Data Science,machine-learning-and-data-science,PYQ,INSEM,August,2025,1SalPSs2XEHZOxMWo7AaYTxSjv2fF-wM-,FREE
Honors Course,honors-course,BE,,Machine Learning & Data Science,machine-learning-and-data-science,PYQ,ENDSEM,Nov_Dec,2024,1YRQSyy1Pc1Nsal8FnNAXds34fgKSNEnZ,FREE
Honors Course,honors-course,BE,,Machine Learning & Data Science,machine-learning-and-data-science,PYQ,INSEM,Sept,2024,1nlZCLfnb_Rzs7i1B2tua9xZSC4YJgX2L,FREE
Honors Course,honors-course,BE,,Machine Learning & Data Science,machine-learning-and-data-science,PYQ,ENDSEM,May_Jun,2024,1qM6dLIc9XkzLkpTsV4hfamZJftH5XRYf,FREE
Honors Course,honors-course,BE,,Machine Learning & Data Science,machine-learning-and-data-science,PYQ,ENDSEM,Nov_Dec,2023,1Q9wgom83eQx_0Zu1RFEeyqUBikLqrwoY,FREE
Honors Course,honors-course,BE,,Block Chain Technology,block-chain-technology,PYQ,ENDSEM,May_Jun,2024,1T2EwLYVuAtwOJcFlRrZnWe_1kRo4DWbB,FREE
Honors Course,honors-course,BE,,Block Chain Technology,block-chain-technology,PYQ,INSEM,March,2024,10D7ZeFk8dpJxdEygjrd5f1cN8nkxc-jS,FREE
Honors Course,honors-course,BE,,Block Chain Technology,block-chain-technology,PYQ,ENDSEM,Nov_Dec,2023,1WaifClu_SdN2MiQd2qBsnyezcomWFPBl,FREE
Honors Course,honors-course,BE,,Internet of Things & Embedded Security,internet-of-things-and-embedded-security,PYQ,ENDSEM,Nov_Dec,2025,1B-dXzOfPFJRrEo1fqi1EoKAm3_N3z-T5,FREE
Honors Course,honors-course,BE,,Internet of Things & Embedded Security,internet-of-things-and-embedded-security,PYQ,INSEM,August,2025,1XjmhslRkjfnQMH1AxlZ6rHyQ0VLhOogP,FREE
Honors Course,honors-course,BE,,Internet of Things & Embedded Security,internet-of-things-and-embedded-security,PYQ,ENDSEM,Nov_Dec,2024,1FlCDlnDeTEnpmZnTAIpnhnX3knyF4WWN,FREE
Honors Course,honors-course,BE,,Internet of Things & Embedded Security,internet-of-things-and-embedded-security,PYQ,INSEM,Sept,2024,1ZC9n1SDCS6R2cOh6eHRGJz0Vm7mKAN81,FREE
Honors Course,honors-course,BE,,Internet of Things & Embedded Security,internet-of-things-and-embedded-security,PYQ,ENDSEM,May_Jun,2024,1EaKoXPagxUdpejCzLMxdabvtojizwe9A,FREE
Honors Course,honors-course,BE,,Internet of Things & Embedded Security,internet-of-things-and-embedded-security,PYQ,ENDSEM,Nov_Dec,2023,1wELVyKXbhpVRuWc-NY0FsT1o6E3o0CMu,FREE
Honors Course,honors-course,BE,,Internet of Things & Embedded Security,internet-of-things-and-embedded-security,PYQ,INSEM,Sep,2023,19bHJ23YajuJtF0M1MEVqfgBGKj3NlnvJ,FREE
Honors Course,honors-course,BE,,Internet of Things & Embedded Security,internet-of-things-and-embedded-security,PYQ,ENDSEM,May_Jun,2023,1cA4SVMtQKj5TRqRjWVV2mGWmnsiC2vkW,FREE
Honors Course,honors-course,BE,,Internet of Things & Embedded Security,internet-of-things-and-embedded-security,PYQ,ENDSEM,Nov_Dec,2022,1MyAm1rBDCyJftX4UScYjFZ_wW3LeeIfG,FREE
Honors Course,honors-course,BE,,Internet of Things & Embedded Security,internet-of-things-and-embedded-security,PYQ,INSEM,Oct,2022,1TaTOLAU8fmHSKINBT98ZEfWFAhaNsV_f,FREE
Honors Course,honors-course,BE,,Internet of Thinghs Security,internet-of-thinghs-security,PYQ,INSEM,March,2025,1QuTi9ZY1QMPfmpc3p35Tn4Oan1b1nNIN,FREE
Honors Course,honors-course,BE,,Internet of Thinghs Security,internet-of-thinghs-security,PYQ,ENDSEM,May_Jun,2024,1BORu1p-CvEBNgBws82R0hBdwPJcd0OKs,FREE
Honors Course,honors-course,BE,,Internet of Thinghs Security,internet-of-thinghs-security,PYQ,INSEM,March,2024,1EnfgQfXLkw4Z79W61KiBwBFKZjFhQZDa,FREE
Honors Course,honors-course,BE,,Internet of Thinghs Security,internet-of-thinghs-security,PYQ,INSEM,Feb,2023,1Z1ODONr9OGumnkOwK9XaSbQC3Tr7lVv6,FREE
Honors Course,honors-course,BE,,Internet of Thinghs Security,internet-of-thinghs-security,PYQ,ENDSEM,May_Jun,2023,1r1sP6uSJ5V8Flib5MgXD1ZL-27y7HRXx,FREE
Honors Course,honors-course,BE,,Internet of Thinghs Security,internet-of-thinghs-security,PYQ,ENDSEM,May_Jun,2022,1ghL9XzsiodhNSSVgkLuI1cOxlEuk_Apj,FREE
Honors Course,honors-course,BE,,Industrial Robotics & Automation,industrial-robotics-and-automation,PYQ,ENDSEM,Nov_Dec,2025,1rm_MsPEEN0OHS258B9V8oibLMwNU_lgh,FREE
Honors Course,honors-course,BE,,Industrial Robotics & Automation,industrial-robotics-and-automation,PYQ,INSEM,Sept,2024,1LeUBfqX9EDO2SduAAD6zAy5aoi-_PrRN,FREE
Honors Course,honors-course,BE,,Industrial Robotics & Automation,industrial-robotics-and-automation,PYQ,ENDSEM,May_Jun,2024,1Rx8NxjgYzbLCQKNiYcgy4PK2PhxKqm_f,FREE
Honors Course,honors-course,BE,,Industrial Robotics & Automation,industrial-robotics-and-automation,PYQ,ENDSEM,Nov_Dec,2023,1jv6h9hekpCTL3oIeuUec9m_g0AqHAhe9,FREE
Honors Course,honors-course,BE,,Industrial Robotics & Automation,industrial-robotics-and-automation,PYQ,ENDSEM,Nov_Dec,2022,1cNHkv9t8FmUxv4JFyhRjJ2fvFdiSr72p,FREE
Honors Course,honors-course,BE,,Artificial Intelligence & Machine Learning,artificial-intelligence-and-machine-learning,PYQ,INSEM,Sept,2024,1-3EH4EaO5_cYIzPF6p9N2f9PWtGhsa7Z,FREE
Honors Course,honors-course,BE,,Artificial Intelligence & Machine Learning,artificial-intelligence-and-machine-learning,PYQ,INSEM,Sep,2023,1241Qv6d3S-sUVhh3XWmjnD4wKjJwBVnA,FREE
Honors Course,honors-course,BE,,Artificial Intelligence & Machine Learning,artificial-intelligence-and-machine-learning,PYQ,ENDSEM,Nov_Dec,2022,1OnEfMW-VhMa4qtwkxGLkdU4haeQ6W6qs,FREE
Honors Course,honors-course,BE,,"E-Vehical Standards, Charging & Safety",e-vehical-standards-charging-and-safety,PYQ,INSEM,March,2025,1IDJF_8IzMs3gMnkVNQg46wlLMB6xrdhU,FREE
Honors Course,honors-course,BE,,"E-Vehical Standards, Charging & Safety",e-vehical-standards-charging-and-safety,PYQ,ENDSEM,May_Jun,2025,1lyqelAIrkk2iULvkDEo8cXTVGcJnY-dK,FREE
Honors Course,honors-course,BE,,"E-Vehical Standards, Charging & Safety",e-vehical-standards-charging-and-safety,PYQ,ENDSEM,May_Jun,2024,1H2eb1SlzStEp4eIS1Jn6KBCFL_UKGTGs,FREE
Honors Course,honors-course,BE,,"E-Vehical Standards, Charging & Safety",e-vehical-standards-charging-and-safety,PYQ,INSEM,March,2024,1pCpXm1X6VDWQwJ41C0QkntgiF_phisdC,FREE
Honors Course,honors-course,BE,,"E-Vehical Standards, Charging & Safety",e-vehical-standards-charging-and-safety,PYQ,INSEM,Feb,2023,1KI2At_dpt5hoXNkKkayIceSUy6eDrrx5,FREE
Honors Course,honors-course,BE,,"E-Vehical Standards, Charging & Safety",e-vehical-standards-charging-and-safety,PYQ,ENDSEM,May_Jun,2023,1RQRn2d5W3b75TLTIvkIbGS7-jqnmrkC1,FREE
Honors Course,honors-course,BE,,Information Systems Management,information-systems-management,PYQ,INSEM,March,2025,1OUijMzG0Xt6bM4NydLl8gfjB1i1FGNH9,FREE
Honors Course,honors-course,BE,,Information Systems Management,information-systems-management,PYQ,ENDSEM,May_Jun,2025,1lqJH0nJtqh7QbsZQ6sFkE8aUcg7sPncT,FREE
Honors Course,honors-course,BE,,Information Systems Management,information-systems-management,PYQ,ENDSEM,May_Jun,2024,10gcXQ3pjxqNUy6UZfB66xO3TmU0mBnhm,FREE
Honors Course,honors-course,BE,,Information Systems Management,information-systems-management,PYQ,INSEM,March,2024,1mkQ6BJ6ZrKo66SWSTswLf11vwujF1xq6,FREE
Honors Course,honors-course,BE,,Information Systems Management,information-systems-management,PYQ,INSEM,Feb,2023,1KWP5o1mg89Bj9F2FyAlbi8kEbw3Jzg7q,FREE
Honors Course,honors-course,BE,,Information Systems Management,information-systems-management,PYQ,ENDSEM,May_Jun,2023,1mudXOMLCLjNZ4I5G6uQvqHeBaS59kY0s,FREE
Honors Course,honors-course,BE,,Information Systems Management,information-systems-management,PYQ,ENDSEM,May_Jun,2022,1zGFdhB9oN7fa2OzA_k3U2gTIhut3Qqx-,FREE
Honors Course,honors-course,BE,,Arti. Intelli. for Big Data Ananlytics,arti-intelli-for-big-data-ananlytics,PYQ,INSEM,March,2025,1DfOBkIrP9m0nr56diDAg_mVXf2j-cHiN,FREE
Honors Course,honors-course,BE,,Arti. Intelli. for Big Data Ananlytics,arti-intelli-for-big-data-ananlytics,PYQ,ENDSEM,May_Jun,2025,1BR3XQygy6BaOF1KwIIzlm4tGWhF4kCcp,FREE
Honors Course,honors-course,BE,,Arti. Intelli. for Big Data Ananlytics,arti-intelli-for-big-data-ananlytics,PYQ,ENDSEM,May_Jun,2024,1hSHTm-h82qeOSNEWX57UleF2PAJUjFgJ,FREE
Honors Course,honors-course,BE,,Arti. Intelli. for Big Data Ananlytics,arti-intelli-for-big-data-ananlytics,PYQ,INSEM,March,2024,1f6o9nsinxJonamNOPi6UaqOh6wkjiv2e,FREE
Honors Course,honors-course,BE,,Arti. Intelli. for Big Data Ananlytics,arti-intelli-for-big-data-ananlytics,PYQ,INSEM,Feb,2023,1yKJjB_ZGtVGh11J8LRcktxiNRWI20x5t,FREE
Honors Course,honors-course,BE,,Arti. Intelli. for Big Data Ananlytics,arti-intelli-for-big-data-ananlytics,PYQ,ENDSEM,May_Jun,2023,1OnN57Lbc0gpWl5V0tqvFRMdk9CVltr2F,FREE
Honors Course,honors-course,BE,,Arti. Intelli. for Big Data Ananlytics,arti-intelli-for-big-data-ananlytics,PYQ,ENDSEM,May_Jun,2022,1hfj2m4AlRX8hYA9LFklgwDGfMyeFDu_7,FREE
Honors Course,honors-course,BE,,Artificial Inteligence in Robotics,artificial-inteligence-in-robotics,PYQ,INSEM,March,2025,1ZUI4ui90S1KzdglqLAKCayWmhcDFyYLY,FREE
Honors Course,honors-course,BE,,Artificial Inteligence in Robotics,artificial-inteligence-in-robotics,PYQ,ENDSEM,May_Jun,2025,1ATRC6wiM7Q0EfHb5q8LYFBuRDKs8UkXl,FREE
Honors Course,honors-course,BE,,Artificial Inteligence in Robotics,artificial-inteligence-in-robotics,PYQ,ENDSEM,May_Jun,2024,1PK8fhXHEBXV-pN6WwPcY8UXOlCLL8jxJ,FREE
Honors Course,honors-course,BE,,Artificial Inteligence in Robotics,artificial-inteligence-in-robotics,PYQ,INSEM,March,2024,1Z5mJj2078pbg3MOfGenMDXKBd0u34UaP,FREE
Honors Course,honors-course,BE,,Artificial Inteligence in Robotics,artificial-inteligence-in-robotics,PYQ,INSEM,Feb,2023,1xXjeVho2lfoTAwYix9JARmf-vWffkV74,FREE
Honors Course,honors-course,BE,,Artificial Inteligence in Robotics,artificial-inteligence-in-robotics,PYQ,ENDSEM,May_Jun,2023,1g5nUro1b-Qx1wePqT1n_d0cKfnVXPf_l,FREE
Honors Course,honors-course,BE,,App. Dev.Using Augmented Reality & Virtual Reality,app-devusing-augmented-reality-and-virtual-reality,PYQ,INSEM,March,2025,12gd6wuEfRbnQqvYRvKHAg6lmgA4mZCsp,FREE
Honors Course,honors-course,BE,,App. Dev.Using Augmented Reality & Virtual Reality,app-devusing-augmented-reality-and-virtual-reality,PYQ,ENDSEM,May_Jun,2025,1qBVv_MOAqLY2e0jF2wpWp7i2rJGFFF6F,FREE
Honors Course,honors-course,BE,,App. Dev.Using Augmented Reality & Virtual Reality,app-devusing-augmented-reality-and-virtual-reality,PYQ,ENDSEM,May_Jun,2024,19vLayFayZPSXj5Tkl9O8jfZRtunAaXJS,FREE
Honors Course,honors-course,BE,,App. Dev.Using Augmented Reality & Virtual Reality,app-devusing-augmented-reality-and-virtual-reality,PYQ,INSEM,March,2024,1AaZZKQ06abEdnC202QPT4ggGMtknM4w1,FREE
Honors Course,honors-course,BE,,App. Dev.Using Augmented Reality & Virtual Reality,app-devusing-augmented-reality-and-virtual-reality,PYQ,INSEM,Feb,2023,1xjaFNZje5S2CG3hF7NPE-6yDSYrN10nq,FREE
Honors Course,honors-course,BE,,App. Dev.Using Augmented Reality & Virtual Reality,app-devusing-augmented-reality-and-virtual-reality,PYQ,ENDSEM,May_Jun,2022,1_sL1lYVqF_r1uG3o0pr8XQLk-BLYjsgi,FREE
Honors Course,honors-course,TE,,Statistics & Machine Learning,statistics-and-machine-learning,PYQ,INSEM,March,2025,1F9_vW2rSodgSzdigADKEtnrCPUOBkhPJ,FREE
Honors Course,honors-course,TE,,Statistics & Machine Learning,statistics-and-machine-learning,PYQ,ENDSEM,Nov_Dec,2025,1LTM_TUXbfCVGJfazhxyqmBD9y3hgUFz4,FREE
Honors Course,honors-course,TE,,Statistics & Machine Learning,statistics-and-machine-learning,PYQ,ENDSEM,May_Jun,2025,1I6pdJeptaRKt3Cc8en5b2YT8IKIWjysZ,FREE
Honors Course,honors-course,TE,,Statistics & Machine Learning,statistics-and-machine-learning,PYQ,ENDSEM,Nov_Dec,2024,1ohrE7Zf07Pjof-VViibOWUwxL1Lu49g4,FREE
Honors Course,honors-course,TE,,Statistics & Machine Learning,statistics-and-machine-learning,PYQ,ENDSEM,May_Jun,2024,1S9B-svemPNFvalGrO29CpiexEZ7FpAdu,FREE
Honors Course,honors-course,TE,,Statistics & Machine Learning,statistics-and-machine-learning,PYQ,INSEM,March,2024,14BU3D9h3jY9kzJ2fXsND_IajIiooZPEW,FREE
Honors Course,honors-course,TE,,Statistics & Machine Learning,statistics-and-machine-learning,PYQ,INSEM,Feb,2023,135YnpVfwwjsDjVX1sqJMo0zZICeDivFr,FREE
Honors Course,honors-course,TE,,Statistics & Machine Learning,statistics-and-machine-learning,PYQ,ENDSEM,May_Jun,2023,1vsJu1cNVLuSAiGdKndKX5TX_RMpLNfV8,FREE
Honors Course,honors-course,TE,,Statistics & Machine Learning,statistics-and-machine-learning,PYQ,ENDSEM,May_Jun,2022,1I2C4cdDkQySeT6X5cfBN8tWkaBCa3Bh1,FREE
Honors Course,honors-course,TE,,Enterprise Architecture & Components,enterprise-architecture-and-components,PYQ,INSEM,March,2025,1kcMQt_L8rL6fl8vdNC_tP6HE7pqkImP9,FREE
Honors Course,honors-course,TE,,Enterprise Architecture & Components,enterprise-architecture-and-components,PYQ,ENDSEM,Nov_Dec,2025,1NcNZILcW4vYgoTRYor5u5UI2ry9md15-,FREE
Honors Course,honors-course,TE,,Enterprise Architecture & Components,enterprise-architecture-and-components,PYQ,ENDSEM,May_Jun,2025,1x0w5Fu-GHzC6_uoGothnv-wTcN5tgXWU,FREE
Honors Course,honors-course,TE,,Enterprise Architecture & Components,enterprise-architecture-and-components,PYQ,ENDSEM,Nov_Dec,2024,1IcIX2wfoOrvpRwyo4v4EsJK3LGu1Ed3P,FREE
Honors Course,honors-course,TE,,Enterprise Architecture & Components,enterprise-architecture-and-components,PYQ,ENDSEM,May_Jun,2024,1o1GE-dR4OgOx1iMZuqA4xUsuID4lbDvY,FREE
Honors Course,honors-course,TE,,Enterprise Architecture & Components,enterprise-architecture-and-components,PYQ,INSEM,March,2024,1hNdYQnLuCvEylBKkd06j4bxs0IOnuFn0,FREE
Honors Course,honors-course,TE,,Enterprise Architecture & Components,enterprise-architecture-and-components,PYQ,ENDSEM,Nov_Dec,2023,1cYF7OSBeXUfHnkXpaOM5jfyV_sYM2T9Q,FREE
Honors Course,honors-course,TE,,Enterprise Architecture & Components,enterprise-architecture-and-components,PYQ,INSEM,Feb,2023,1lj_00P_BBjpWTSFWTQC08S5x0111RqSZ,FREE
Honors Course,honors-course,TE,,Enterprise Architecture & Components,enterprise-architecture-and-components,PYQ,ENDSEM,May_Jun,2023,1cQy6o87FMeW9moYNvGxJVlp8TT2b5Kqr,FREE
Honors Course,honors-course,TE,,Enterprise Architecture & Components,enterprise-architecture-and-components,PYQ,ENDSEM,May_Jun,2022,1fU6gXfwHwe1GZiDgU2Eg26f7pxXDNTt3,FREE
Honors Course,honors-course,TE,,Data Science And Visualization,data-science-and-visualization,PYQ,ENDSEM,Nov_Dec,2025,1PzLQrJBaPqLJn1_7rohdqId5SBFObV6e,FREE
Honors Course,honors-course,TE,,Data Science And Visualization,data-science-and-visualization,PYQ,ENDSEM,May_Jun,2025,1x1WmLSuSeYzx2MmCoVTlMYjDdUQfvY-f,FREE
Honors Course,honors-course,TE,,Data Science And Visualization,data-science-and-visualization,PYQ,INSEM,August,2025,1tyc5RjZujlTIPXUGoNEYQFqPiJ8cIyJG,FREE
Honors Course,honors-course,TE,,Data Science And Visualization,data-science-and-visualization,PYQ,ENDSEM,Nov_Dec,2024,1wbLPgcmnIWxWVnNyibZoN1V3zcJRFrIq,FREE
Honors Course,honors-course,TE,,Data Science And Visualization,data-science-and-visualization,PYQ,ENDSEM,May_Jun,2024,1BNe4B3yHLE4YWoZi1OuTP82yG9uUXim9,FREE
Honors Course,honors-course,TE,,Data Science And Visualization,data-science-and-visualization,PYQ,ENDSEM,Nov_Dec,2023,1gNxUqRoEMGt8gDohqs4ud-Qd7204zuF5,FREE
Honors Course,honors-course,TE,,Robot Programming & Simulation,robot-programming-and-simulation,PYQ,INSEM,March,2025,1aqMFsorW508saiBxqeAk2XnihjqRcyFK,FREE
Honors Course,honors-course,TE,,Robot Programming & Simulation,robot-programming-and-simulation,PYQ,ENDSEM,Nov_Dec,2025,1PBBh0MG2dsWZXOhYAbODvk294CzKUk4e,FREE
Honors Course,honors-course,TE,,Robot Programming & Simulation,robot-programming-and-simulation,PYQ,ENDSEM,May_Jun,2025,1nWPLRoykiIQXoC-cI5G61EAMzphGPYS2,FREE
Honors Course,honors-course,TE,,Robot Programming & Simulation,robot-programming-and-simulation,PYQ,ENDSEM,May_Jun,2024,14qkiEfLXGtZeIqw7DYutzlamssSXO0OY,FREE
Honors Course,honors-course,TE,,Robot Programming & Simulation,robot-programming-and-simulation,PYQ,INSEM,March,2024,1FscFV7IoqPHfvB40WAWAAhF9Fk2Xi5oL,FREE
Honors Course,honors-course,TE,,Robot Programming & Simulation,robot-programming-and-simulation,PYQ,INSEM,Feb,2023,1g8WA2qCttZiU1O0mQkBoPSFH4nUf6KlU,FREE
Honors Course,honors-course,TE,,Robot Programming & Simulation,robot-programming-and-simulation,PYQ,ENDSEM,May_Jun,2023,1FnIKgj5wps_JCk57EfrrTXKhzc05sq-o,FREE
Honors Course,honors-course,TE,,Robot Programming & Simulation,robot-programming-and-simulation,PYQ,ENDSEM,May_Jun,2022,1w7Gx2rilowYPHqq3j1wjIYjUobKFTdlR,FREE
Honors Course,honors-course,TE,,Internet of Things,internet-of-things,PYQ,ENDSEM,Nov_Dec,2022,1lwSmOyy4tGNGqu7IjHNfNodjINbB9RXe,FREE
Honors Course,honors-course,TE,,Virtual Reality,virtual-reality,PYQ,ENDSEM,Nov_Dec,2025,1hmKxbc5G6n3oDOpOn06k9vbLDRgGD5PS,FREE
Honors Course,honors-course,TE,,Virtual Reality,virtual-reality,PYQ,ENDSEM,Nov_Dec,2024,1eUowcb5o6lJehTrLVNz4_tZyq79MJXwk,FREE
Honors Course,honors-course,TE,,Virtual Reality,virtual-reality,PYQ,ENDSEM,Nov_Dec,2023,1un8KFkS-jGg86dt-K-1RjVqlPVX30T4q,FREE
Honors Course,honors-course,TE,,Virtual Reality,virtual-reality,PYQ,INSEM,Sep,2023,1Fs-EOH7e-3xA5RJxIj2cMYtmCMkqkDgN,FREE
Honors Course,honors-course,TE,,Virtual Reality,virtual-reality,PYQ,ENDSEM,May_Jun,2023,15ZkspO5SXkVmzJTa2fd_YVeK4Gh5w0Yv,FREE
Honors Course,honors-course,TE,,Virtual Reality,virtual-reality,PYQ,ENDSEM,May_Jun,2022,1QoqSO1bVJbH8Uk4Q67Z-FuOmiQV1YQHd,FREE
Honors Course,honors-course,TE,,Information & Cyber Security,information-and-cyber-security,PYQ,ENDSEM,Nov_Dec,2025,1hOMekVfJSuxfu-UIQ2MPSRHNni2RK0tK,FREE
Honors Course,honors-course,TE,,Information & Cyber Security,information-and-cyber-security,PYQ,ENDSEM,May_Jun,2025,12LQuh2NZzMaTzKvZM17wuYHNQJjC8ije,FREE
Honors Course,honors-course,TE,,Information & Cyber Security,information-and-cyber-security,PYQ,INSEM,August,2025,19BIDCvjaj09yxStqrqP3EObyWNgGzjBy,FREE
Honors Course,honors-course,TE,,Information & Cyber Security,information-and-cyber-security,PYQ,ENDSEM,Nov_Dec,2024,1vyl1g8a4xQL20PN0FrgC-7aQ0YoOM88-,FREE
Honors Course,honors-course,TE,,Information & Cyber Security,information-and-cyber-security,PYQ,ENDSEM,May_Jun,2024,1DNt09FQ8pHEEAATknzlEDcx9uc5_LV83,FREE
Honors Course,honors-course,TE,,Information & Cyber Security,information-and-cyber-security,PYQ,ENDSEM,Nov_Dec,2023,1IdK4DbOFeR0TGiRgQ8nQfOLyvqzeNAWF,FREE
