branch,branchSlug,academicYear,pattern,subject,subjectSlug,resourceType,examType,paperMonth,paperYear,fileId,accessType
Mechanical Engineering,mechanical-engineering,BE,2019 Pattern,Computer Integrated Manufacturing,computer-integrated-manufacturing,PYQ,ENDSEM,Nov_Dec,2025,14bXoC8dpaiigPqKa5UDNFavnWHPTlG_r,FREE
Mechanical Engineering,mechanical-engineering,BE,2019 Pattern,Computer Integrated Manufacturing,computer-integrated-manufacturing,PYQ,ENDSEM,May_Jun,2025,1tTZURRRPhekQG3e7lZ3gUqhQaZL3JyVs,FREE
Mechanical Engineering,mechanical-engineering,BE,2019 Pattern,Computer Integrated Manufacturing,computer-integrated-manufacturing,PYQ,ENDSEM,Nov_Dec,2024,1rHzRyq8ClqIlv1STSPyohdC6k5mNhQCE,FREE
Mechanical Engineering,mechanical-engineering,BE,2019 Pattern,Computer Integrated Manufacturing,computer-integrated-manufacturing,PYQ,ENDSEM,May_Jun,2024,10Bphh9g8xz8AThPU8ieIPlSzxa0TTWv_,FREE
Mechanical Engineering,mechanical-engineering,BE,2019 Pattern,Computer Integrated Manufacturing,computer-integrated-manufacturing,PYQ,INSEM,March,2024,1ZQlzBFOE7GuzqTyUcDkm461FEjQkWo3O,FREE
Mechanical Engineering,mechanical-engineering,BE,2019 Pattern,Computer Integrated Manufacturing,computer-integrated-manufacturing,PYQ,ENDSEM,Nov_Dec,2023,1MgR94Vv4hGx0FnXFgeXRFclExiXmcWrq,FREE
Mechanical Engineering,mechanical-engineering,BE,2019 Pattern,Computer Integrated Manufacturing,computer-integrated-manufacturing,PYQ,INSEM,Feb,2023,1Qj0v_jJm8tDSZhIA8gR5bmsmfQo2ffm7,FREE
Mechanical Engineering,mechanical-engineering,BE,2019 Pattern,Computer Integrated Manufacturing,computer-integrated-manufacturing,PYQ,ENDSEM,May_Jun,2023,1FpLUnDhWr_srwcpo5ws3kqFbYbOkBsRG,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Refrigeration and Airconditioning,refrigeration-and-airconditioning,PYQ,INSEM,Oct,2019,11T8PZuVeY-5vYU19BOsZrHvMYa4HtC67,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Refrigeration and Airconditioning,refrigeration-and-airconditioning,PYQ,ENDSEM,Nov_Dec,2019,1SXcajERzLV8KSQKWo1XjSALW5sTjmYRW,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Refrigeration and Airconditioning,refrigeration-and-airconditioning,PYQ,INSEM,August,2018,1F9R0vhWwTz7cTAMMnmoWqLowokDGfVdY,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Refrigeration and Airconditioning,refrigeration-and-airconditioning,PYQ,ENDSEM,May_Jun,2019,12pqH8r8jR8n1BXEA3nyc5AzlQgLukOXS,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Refrigeration and Airconditioning,refrigeration-and-airconditioning,PYQ,ENDSEM,Nov_Dec,2018,15SglFvmujBn64AGfaOYR0y5PhtiYARJ8,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Refrigeration and Airconditioning,refrigeration-and-airconditioning,PYQ,ENDSEM,May_Jun,2018,1ZsiRkUh5ZDv_65OV7NoPlv26Qoxcojvi,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Refrigeration and Airconditioning,refrigeration-and-airconditioning,PYQ,ENDSEM,Nov_Dec,2017,1Zke-MfFYFE68AEysFX26DKP1vheV_K8A,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Refrigeration and Airconditioning,refrigeration-and-airconditioning,PYQ,INSEM,August,2017,1v4cdzj6uEYLxaJrUv61RcY4NHZ_Vivoy,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Refrigeration and Airconditioning,refrigeration-and-airconditioning,PYQ,ENDSEM,May_Jun,2017,1yi375fGxWxcYRo7tCH5sEOI7xXrUpJTB,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Refrigeration and Airconditioning,refrigeration-and-airconditioning,PYQ,ENDSEM,Nov_Dec,2016,1T_thYLy7JjmQ9iJaIRmC9pQZGQmO-wD3,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Refrigeration and Airconditioning,refrigeration-and-airconditioning,PYQ,INSEM,Oct,2016,18jhlbCjsazqUWjtBcioRE5UClr0vb5Nd,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Refrigeration and Airconditioning,refrigeration-and-airconditioning,PYQ,ENDSEM,May_Jun,2016,1HlhfF8tdCHApIJ5txrIP4ucjJ4bOLTOY,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Refrigeration and Airconditioning,refrigeration-and-airconditioning,PYQ,ENDSEM,Nov_Dec,2015,1aRUbqHyFzEpZNJdECC2yBQC3XbO97eDt,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Refrigeration and Airconditioning,refrigeration-and-airconditioning,PYQ,INSEM,August,2015,1J6JJztKUaqlJeNKAygw1TCO3aYTQxOzu,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Tribology_Elective I,tribologyelective-i,PYQ,INSEM,Oct,2016,1Y49syhcXiw8oel-b73-itaNvDxwdNfx4,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Tribology_Elective I,tribologyelective-i,PYQ,ENDSEM,May_Jun,2016,1jew7YFWRVWdFU1BZWCIYSEOEwF0Ngvyy,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Tribology_Elective I,tribologyelective-i,PYQ,ENDSEM,Nov_Dec,2015,158lCG4v77r295TeyjzriyZUPU71CJZx7,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Tribology_Elective I,tribologyelective-i,PYQ,INSEM,August,2015,1BcaRvIIyGqKGDmw3OdOrro0-FGMZcaCG,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Reliability Engineering,reliability-engineering,PYQ,ENDSEM,Nov_Dec,2016,1mdm5cL0lJduKwucVnclIa3chR1w0K_1v,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Reliability Engineering,reliability-engineering,PYQ,INSEM,Oct,2016,1aHvlUg588Cr_uxiuukrSqklnEIYhMozV,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Reliability Engineering,reliability-engineering,PYQ,ENDSEM,May_Jun,2016,1S6h10J5yLYwfQWOITTUnyqgN-uhOtplo,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Reliability Engineering,reliability-engineering,PYQ,ENDSEM,Nov_Dec,2015,11hihO_y-fUTS2gKUQ2jZgp02jNcUvJtR,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Reliability Engineering,reliability-engineering,PYQ,INSEM,August,2015,1-tikD-A0Jpoo4OgQjtCuEv-WxfE3-xVf,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Refrigeration & Air Conditioning Equipment design_Ele_III,refrigeration-and-air-conditioning-equipment-designeleiii,PYQ,INSEM,April,2017,1cfeS_Xqxh7-q3oKM-m3QpOjW_jpCrrZ1,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Refrigeration & Air Conditioning Equipment design_Ele_III,refrigeration-and-air-conditioning-equipment-designeleiii,PYQ,ENDSEM,May_Jun,2016,1TLjKNcPkOSrbVqzFC5BlYIv7H-8MBTcT,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Gas Turbine & Propulsion_Ele_II,gas-turbine-and-propulsioneleii,PYQ,ENDSEM,Nov_Dec,2016,1ma3Ga0f3OUbDVVQ3GzD9LR_mg24guH8D,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Gas Turbine & Propulsion_Ele_II,gas-turbine-and-propulsioneleii,PYQ,INSEM,Oct,2016,1oA7Sa2_93FEpQgO49tdKBBYpCV1Yj9Z3,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Gas Turbine & Propulsion_Ele_II,gas-turbine-and-propulsioneleii,PYQ,ENDSEM,May_Jun,2016,1Ta6FmcvdWoKo4iLi0nKGNbBN8IeU514A,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Operation Research,operation-research,PYQ,ENDSEM,Nov_Dec,2019,1a-ORQZ-LnCVNHb15_qwguW2ax84yCCOY,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Operation Research,operation-research,PYQ,INSEM,August,2018,1uqvIQJzLVOPklBkf7CH1TSuQsV0C_k4R,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Operation Research,operation-research,PYQ,ENDSEM,May_Jun,2019,1KLnHFI4oR9sX2WVfHQhp-kgFHsvtvkhO,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Operation Research,operation-research,PYQ,ENDSEM,Nov_Dec,2018,1EeMFmVgY5MeN79gyJzHnNIHH3Jg-TIJw,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Operation Research,operation-research,PYQ,ENDSEM,May_Jun,2018,1AIWqNFK3HV6jZGx-1Ut5Bj6SDmJF2qvr,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Operation Research,operation-research,PYQ,ENDSEM,Nov_Dec,2017,1qN7GQPFX55j3ACjg97ufWiliBbbZ5Wny,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Operation Research,operation-research,PYQ,INSEM,August,2017,1Mp8I2RvpkfZQ9orxSEZghofNRq4YAQ9E,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Operation Research,operation-research,PYQ,ENDSEM,May_Jun,2017,1Vfvdr9l05_n-2SD9H5EQE35tHjUxc67q,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Operation Research,operation-research,PYQ,ENDSEM,Nov_Dec,2016,1ZIkRbhKXaKfBI--X__BItTGSfz3zC82I,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Operation Research,operation-research,PYQ,INSEM,Oct,2016,10Q0vszJ9d6RDC18pXr5UdWB7i25_R4ej,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Operation Research,operation-research,PYQ,ENDSEM,May_Jun,2016,1N6NfBCQ1hxhKZ4rajSc0RQ2tdf-Qxpqg,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Operation Research,operation-research,PYQ,ENDSEM,Nov_Dec,2015,1SzrYdSk7jV2TlSZfsapE2y2-MwKDqMi4,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Power Plant Engineering,power-plant-engineering,PYQ,INSEM,March,2020,1piH2xxcE4VzEt1j3D5xOf1idRZH0E1Jl,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Power Plant Engineering,power-plant-engineering,PYQ,ENDSEM,Nov_Dec,2019,1sOEtWh39scGz7d4eDgxioQpuB17C15gc,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Power Plant Engineering,power-plant-engineering,PYQ,INSEM,March,2019,1lQnG9oUtW8TZ4iA40OmvKmTvXv9PP3pS,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Power Plant Engineering,power-plant-engineering,PYQ,ENDSEM,May_Jun,2019,1WBWP2nKQ7nygDShn-UUdmgSlbi9eLc3i,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Power Plant Engineering,power-plant-engineering,PYQ,ENDSEM,Nov_Dec,2018,1fx9734EMZy7qnJUkkin3BkDwwzXkfYE9,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Power Plant Engineering,power-plant-engineering,PYQ,ENDSEM,May_Jun,2018,1uIOCVl62f-x8bXbuYYZhHh5aQ4G7buTq,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Power Plant Engineering,power-plant-engineering,PYQ,INSEM,March,2018,1OSvt5r7IoY8-kCZ6ESeBjuBnWtIH5oGi,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Power Plant Engineering,power-plant-engineering,PYQ,ENDSEM,Nov_Dec,2017,1OvVvEV8pf3sjERk2hRjWjci0zYuUeT2v,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Power Plant Engineering,power-plant-engineering,PYQ,ENDSEM,May_Jun,2017,1GKb5S5tfOfo3m_qwyHZQRuobZuaXTk9J,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Power Plant Engineering,power-plant-engineering,PYQ,INSEM,April,2017,10derqh8xJqqS3V71vwyaNcZLKTrN0r6y,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Power Plant Engineering,power-plant-engineering,PYQ,ENDSEM,Nov_Dec,2016,14Y8Hb_nfiYt2Sk-SQu77YeZUM1G8fOsf,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Power Plant Engineering,power-plant-engineering,PYQ,ENDSEM,May_Jun,2016,1K3y6mSGrQHyQrrcMYDT7_xRQiNYMOdqt,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Power Plant Engineering,power-plant-engineering,PYQ,INSEM,Feb,2016,1SgHLy9Z2D1Q8247H7STPUQbXSIJ1alC9,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Industrial Engineering_Elective_III,industrial-engineeringelectiveiii,PYQ,INSEM,March,2020,1_osrg0nlaWqcW_kO-Befh7WCyRdWR6KV,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Industrial Engineering_Elective_III,industrial-engineeringelectiveiii,PYQ,INSEM,March,2019,1XOwuRmjlcFF5mEYWNKA5EUJ1JlHfFSjH,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Industrial Engineering_Elective_III,industrial-engineeringelectiveiii,PYQ,ENDSEM,May_Jun,2019,1k_jI28baz9if44yYeV8HEIwzjn8COtbk,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Industrial Engineering_Elective_III,industrial-engineeringelectiveiii,PYQ,ENDSEM,Nov_Dec,2018,1tVKyLLnhknpcJupQ56k-Mar6bkbyoP5O,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Industrial Engineering_Elective_III,industrial-engineeringelectiveiii,PYQ,ENDSEM,May_Jun,2018,1ZSKomgF8XPPBHfD7kjL9E-dnSFHzdSfN,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Industrial Engineering_Elective_III,industrial-engineeringelectiveiii,PYQ,INSEM,March,2018,1_LKnCHWR83ZAAZylR3qrZsLB9GWE5y_q,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Industrial Engineering_Elective_III,industrial-engineeringelectiveiii,PYQ,ENDSEM,Nov_Dec,2017,1iOPnyvKjRnDrkVbx1PdujKVR4evEripl,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Industrial Engineering_Elective_III,industrial-engineeringelectiveiii,PYQ,ENDSEM,May_Jun,2017,129VSllkb8lWQcpB0SOC_1HcwOMo_HZv0,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Industrial Engineering_Elective_III,industrial-engineeringelectiveiii,PYQ,INSEM,April,2017,1CPjwiOmbidlIzixIsuL2-qa8Am9igw1z,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Industrial Engineering_Elective_III,industrial-engineeringelectiveiii,PYQ,ENDSEM,Nov_Dec,2016,1EVDMIG0on2-PmZtVhz8DgfjulbbitgFr,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Industrial Engineering_Elective_III,industrial-engineeringelectiveiii,PYQ,ENDSEM,May_Jun,2016,1CF2Pn6jB1kOb-CMWBriIfGcmtq4hpAMC,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Industrial Engineering_Elective_III,industrial-engineeringelectiveiii,PYQ,INSEM,Feb,2016,1D9fgvEOUoTd8c2fK2PDHnvA0lUm2AEOZ,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Machine Tool Design_Elective - I,machine-tool-designelective-i,PYQ,INSEM,Oct,2016,1hRm1NVf-XTVhT9IFNhmKOKH3lGbCa_A7,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Machine Tool Design_Elective - I,machine-tool-designelective-i,PYQ,ENDSEM,May_Jun,2016,1VS2g2poXj_jJ9qK_gxejEl7DvPWpCMYA,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Machine Tool Design_Elective - I,machine-tool-designelective-i,PYQ,ENDSEM,Nov_Dec,2015,1mV6Wk5Q9oKKPl8uKNcJIbA0FVaCSJjUN,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Machanical System Design,machanical-system-design,PYQ,INSEM,March,2020,1Bf81MqNBzbEGB0vlmyXz2ynuQCL-Yej3,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Machanical System Design,machanical-system-design,PYQ,ENDSEM,Nov_Dec,2019,1y2t4ShFrHpS6zOhFcSDOC_jUCHSDBLVj,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Machanical System Design,machanical-system-design,PYQ,INSEM,March,2019,1CvQvW0N55pc8p8dkU-e9nAWwyFu_69_Y,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Machanical System Design,machanical-system-design,PYQ,ENDSEM,May_Jun,2019,1TvO-15714xRv7g9pMLKNQi9ymD3qldAN,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Machanical System Design,machanical-system-design,PYQ,ENDSEM,Nov_Dec,2018,1_qRikU6gS0Oz3Cf-vzf0iCgU4y_1YAdR,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Machanical System Design,machanical-system-design,PYQ,ENDSEM,May_Jun,2018,1k9o2d9wNrL9naCdtxFHODBx4icTDw3PA,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Machanical System Design,machanical-system-design,PYQ,INSEM,March,2018,1WKF5jdZ05UEKpkieA2rTOTs3MZEXvTE4,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Machanical System Design,machanical-system-design,PYQ,ENDSEM,Nov_Dec,2017,1SDrZtro-bzp6DE14REOx8wm5O4JPuVLH,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Machanical System Design,machanical-system-design,PYQ,ENDSEM,May_Jun,2017,1WBx_4_e12xtUJtAQrOFDpUiWWCOHKy0-,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Machanical System Design,machanical-system-design,PYQ,INSEM,April,2017,1KYEeUk_oxhrJmarstU5MxLc4SkgIGO0T,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Machanical System Design,machanical-system-design,PYQ,ENDSEM,Nov_Dec,2016,1W2yOfhUuigf9kpImE04ffLVH7oExgC1w,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Machanical System Design,machanical-system-design,PYQ,ENDSEM,May_Jun,2016,1IxDoeF2mECY89q8Ztzy2YFG8icu8jSVE,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Machanical System Design,machanical-system-design,PYQ,INSEM,Feb,2016,1u2k6YLyVVkF0-gJDLdX4-lvRJL22oz7p,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Robotics_Ele_III,roboticseleiii,PYQ,INSEM,April,2017,1CFdrn9P3eg9vQnpjx7i4LZkugkwHGglW,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Robotics_Ele_III,roboticseleiii,PYQ,ENDSEM,May_Jun,2016,1eUJL6ck3xtvRIGSSHXRnsoLaGDLWIjz_,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Energy Audit And Management_Elective I,energy-audit-and-managementelective-i,PYQ,ENDSEM,Nov_Dec,2017,1XctGzLQCVjwxN0IjtlkRD6L45B-jGr_c,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Energy Audit And Management_Elective I,energy-audit-and-managementelective-i,PYQ,INSEM,August,2017,1vlEY3AEb50WAG5U1LB2rhZDxALetNOXr,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Energy Audit And Management_Elective I,energy-audit-and-managementelective-i,PYQ,ENDSEM,May_Jun,2017,1yQqdxH35Rsi5VX2hqKF7FvCLY_TAJPkR,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Energy Audit And Management_Elective I,energy-audit-and-managementelective-i,PYQ,ENDSEM,Nov_Dec,2016,1_VsN-GD5wLB0ufW5wahQ4wYptPYDD74l,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Energy Audit And Management_Elective I,energy-audit-and-managementelective-i,PYQ,INSEM,Oct,2016,1BfnBIeNpogKwjkxgH-scpFLgDO2JweuK,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Energy Audit And Management_Elective I,energy-audit-and-managementelective-i,PYQ,ENDSEM,May_Jun,2016,1voVAApKgN1pKZVZ7IlPAveMEsP34zwg2,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Energy Audit And Management_Elective I,energy-audit-and-managementelective-i,PYQ,ENDSEM,Nov_Dec,2015,1FelqdBmej09cbPMdLOAVjUyKb7IRBh83,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Energy Audit And Management_Elective I,energy-audit-and-managementelective-i,PYQ,INSEM,August,2015,1gOg_3Ev4Qj_ehizSOnMmBSqMCwbj7h8L,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Product Life Cycle Management_Elective_III,product-life-cycle-managementelectiveiii,PYQ,INSEM,April,2017,1EIYuF2rONZDZ8EZaYMjueqEOZu8R8Nw6,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Finite Element Analysis_Elective_IV,finite-element-analysiselectiveiv,PYQ,INSEM,March,2020,1JHWyd4F-L93bdypvjLQSs34fXotRVhM3,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Finite Element Analysis_Elective_IV,finite-element-analysiselectiveiv,PYQ,ENDSEM,Nov_Dec,2019,1BFOeMu4PV4ped7ZuFlomGogzOSal1Ja1,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Finite Element Analysis_Elective_IV,finite-element-analysiselectiveiv,PYQ,INSEM,March,2019,1N0UGDz1ORCJJtNePuTbnCv76ax5AtRnq,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Finite Element Analysis_Elective_IV,finite-element-analysiselectiveiv,PYQ,ENDSEM,May_Jun,2019,1TaEqf3GIiCqfHrMcrnDERnXYPgi9DFvu,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Finite Element Analysis_Elective_IV,finite-element-analysiselectiveiv,PYQ,ENDSEM,Nov_Dec,2018,1k2Pnbu-TMkV_2m-cDYqg9Rr9eBf16pjq,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Finite Element Analysis_Elective_IV,finite-element-analysiselectiveiv,PYQ,ENDSEM,May_Jun,2018,1jw2Ohk-5mm-wKXBRpA_hbhtCQJEVL_8X,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Finite Element Analysis_Elective_IV,finite-element-analysiselectiveiv,PYQ,INSEM,March,2018,15LLfbJ658bWf9Xe5x2X1RQg7vNamZHxE,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Finite Element Analysis_Elective_IV,finite-element-analysiselectiveiv,PYQ,ENDSEM,Nov_Dec,2017,1geqwGa6oaJ-8FP2kDQU5-J7O6p1mGzlM,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Finite Element Analysis_Elective_IV,finite-element-analysiselectiveiv,PYQ,ENDSEM,May_Jun,2017,1nc0CGzc-a_RTte85Bva4Ctt-3mj3RExW,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Finite Element Analysis_Elective_IV,finite-element-analysiselectiveiv,PYQ,INSEM,April,2017,13iiwQC8JNnfbxeulAotfj3oFX1jrllaP,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Finite Element Analysis_Elective_IV,finite-element-analysiselectiveiv,PYQ,ENDSEM,Nov_Dec,2016,1KNnYMcKXdmkSHKwCKurK3DCwYy9EqRAx,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Finite Element Analysis_Elective_IV,finite-element-analysiselectiveiv,PYQ,ENDSEM,May_Jun,2016,1vC1P3iYHyhIHxGktGxJAF8UvkS-NVs7k,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Finite Element Analysis_Elective_IV,finite-element-analysiselectiveiv,PYQ,INSEM,Feb,2016,15h-R-qY7oaATFk28C1xGMTHzLp5SBQIT,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Computational Fluid Dynamics,computational-fluid-dynamics,PYQ,INSEM,April,2017,1r8r_mFmBcmq4a1IRNkrvE5I__FYFOTaj,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Computational Fluid Dynamics,computational-fluid-dynamics,PYQ,ENDSEM,May_Jun,2016,1jI0ksdi4eVVkCCjqNKoKcPvRiaH8cJSd,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Advanced Manufacturing Processes_Ele_II,advanced-manufacturing-processeseleii,PYQ,ENDSEM,Nov_Dec,2016,1xGBQ_5XgFcodC6VB19Cj9RdeLxSr-pC6,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Advanced Manufacturing Processes_Ele_II,advanced-manufacturing-processeseleii,PYQ,INSEM,Oct,2016,1RpxMbOiOmxTAPsvHPbpOV4G1LW9OZR9U,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,Advanced Manufacturing Processes_Ele_II,advanced-manufacturing-processeseleii,PYQ,ENDSEM,May_Jun,2016,1I1QcB79s2rj3YgZ9Y-SKtzX4hh64I8fh,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,CAD CAM And Automation,cad-cam-and-automation,PYQ,ENDSEM,Nov_Dec,2018,1LM0LPVs4cHT2RClEAI1N9ijUI0f8hPbx,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,CAD CAM And Automation,cad-cam-and-automation,PYQ,ENDSEM,Nov_Dec,2017,1dQRkArzobfQjgGhBEZiuB2sRkd2MTo1w,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,CAD CAM And Automation,cad-cam-and-automation,PYQ,INSEM,August,2017,1nmWU19RiSmWW68dsozdSnukPUjNqTDw1,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,CAD CAM And Automation,cad-cam-and-automation,PYQ,ENDSEM,May_Jun,2017,1BvsDgOAGN-jxPZkI4XTMPrGsOT31bJNM,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,CAD CAM And Automation,cad-cam-and-automation,PYQ,ENDSEM,Nov_Dec,2016,1GEf1kL-Q9jZW_zv9bCX5MPJrRM3tLhFi,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,CAD CAM And Automation,cad-cam-and-automation,PYQ,INSEM,Oct,2016,1LrMotiFzgL1eWBSEkc8scdGTIQf5mTDa,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,CAD CAM And Automation,cad-cam-and-automation,PYQ,ENDSEM,May_Jun,2016,1GKDowjCf5woPa5pBhv_s4SeUyC8y8Crx,FREE
Mechanical Engineering,mechanical-engineering,BE,2012 Pattern,CAD CAM And Automation,cad-cam-and-automation,PYQ,ENDSEM,Nov_Dec,2015,1GQlPlmiSHPFeyAS96HENgZtA9o53dFu3,FREE
